swing_width,type,pivot_date,pivot_session,touchVolZ,touchVolZBucket,breakVolZ,breakVolZBucket,confluenceCount,retest_date,retest_session,rxn_3,rxn_6,rxn_12,rxn_24
3,LOW,2025-09-30,RTH,-1.4134,NORMAL_LOW,-1.7234,NORMAL_LOW,1,2025-09-30,GLOBEX,21.7500,3.0000,-39.5000,-109.5000
3,LOW,2025-10-01,RTH,-1.6497,NORMAL_LOW,-1.7225,NORMAL_LOW,2+,2025-10-01,RTH,1.2500,41.2500,56.7500,121.2500
3,LOW,2026-09-07,RTH,-1.0539,NORMAL_LOW,-1.7222,NORMAL_LOW,1,2026-09-07,GLOBEX,5.7500,7.0000,-4.0000,-23.0000
3,HIGH,2026-05-25,RTH,-1.1470,NORMAL_LOW,-1.7212,NORMAL_LOW,2+,2026-05-25,RTH,0.0000,-2.5000,-4.0000,-18.0000
5,LOW,2026-05-25,RTH,-2.1935,NORMAL_LOW,-1.7184,NORMAL_LOW,2+,2026-05-25,RTH,-3.5000,-15.5000,-7.2500,-15.5000
3,HIGH,2025-10-02,RTH,-1.5567,NORMAL_LOW,-1.7152,NORMAL_LOW,1,2025-10-02,RTH,-17.7500,23.5000,-25.2500,-51.0000
5,HIGH,2026-05-25,RTH,-1.9365,NORMAL_LOW,-1.7134,NORMAL_LOW,2+,2026-05-25,GLOBEX,-1.7500,1.5000,11.7500,17.7500
3,LOW,2026-05-25,RTH,-1.0047,NORMAL_LOW,-1.7134,NORMAL_LOW,0,2026-05-25,RTH,2.7500,-1.2500,3.0000,-2.2500
5,LOW,2025-09-16,RTH,-1.4979,NORMAL_LOW,-1.7122,NORMAL_LOW,1,2025-09-16,RTH,11.2500,11.2500,8.2500,12.5000
3,LOW,2025-09-16,RTH,-1.3118,NORMAL_LOW,-1.7084,NORMAL_LOW,2+,2025-09-16,RTH,2.2500,5.0000,3.0000,-7.7500
5,LOW,2026-09-07,RTH,-1.0539,NORMAL_LOW,-1.7074,NORMAL_LOW,1,2026-09-07,GLOBEX,5.7500,7.0000,-4.0000,-23.0000
3,LOW,2026-09-07,RTH,-1.6242,NORMAL_LOW,-1.7027,NORMAL_LOW,2+,2026-09-07,RTH,-6.0000,-22.7500,-15.7500,-34.2500
3,HIGH,2026-06-19,RTH,-2.1986,NORMAL_LOW,-1.6980,NORMAL_LOW,2+,2026-06-21,GLOBEX,-9.0000,-4.5000,-32.7500,-20.0000
5,LOW,2026-06-19,RTH,-1.9197,NORMAL_LOW,-1.6980,NORMAL_LOW,2+,2026-06-19,RTH,4.7500,8.0000,14.0000,23.7500
3,LOW,2025-09-18,RTH,-1.3085,NORMAL_LOW,-1.6960,NORMAL_LOW,1,2025-09-18,RTH,4.2500,2.0000,7.2500,-9.7500
5,HIGH,2026-05-25,RTH,-1.4788,NORMAL_LOW,-1.6936,NORMAL_LOW,0,2026-05-25,GLOBEX,0.5000,14.7500,14.5000,55.5000
3,LOW,2026-07-03,RTH,-2.0799,NORMAL_LOW,-1.6926,NORMAL_LOW,2+,2026-07-03,RTH,-3.0000,-6.5000,-2.0000,6.0000
3,LOW,2025-09-16,RTH,-1.7250,NORMAL_LOW,-1.6916,NORMAL_LOW,2+,2025-09-16,RTH,11.2500,11.2500,8.2500,12.5000
3,HIGH,2026-05-25,GLOBEX,-1.1799,NORMAL_LOW,-1.6866,NORMAL_LOW,2+,2026-05-25,GLOBEX,10.0000,10.0000,9.2500,17.2500
3,HIGH,2026-05-25,RTH,-2.1679,NORMAL_LOW,-1.6855,NORMAL_LOW,2+,2026-05-25,GLOBEX,-1.7500,1.5000,11.7500,17.7500
3,HIGH,2026-05-25,RTH,-1.8931,NORMAL_LOW,-1.6853,NORMAL_LOW,2+,2026-05-25,GLOBEX,6.5000,4.7500,11.5000,18.0000
5,LOW,2026-07-03,RTH,-1.8365,NORMAL_LOW,-1.6851,NORMAL_LOW,2+,2026-07-03,RTH,-6.2500,1.5000,-3.7500,15.2500
3,HIGH,2026-02-16,RTH,-1.8519,NORMAL_LOW,-1.6799,NORMAL_LOW,2+,2026-02-16,RTH,-0.7500,3.7500,0.2500,3.5000
3,LOW,2025-09-29,RTH,-1.4011,NORMAL_LOW,-1.6785,NORMAL_LOW,0,2025-09-30,GLOBEX,14.5000,23.2500,54.7500,44.7500
3,LOW,2025-09-30,RTH,-1.7975,NORMAL_LOW,-1.6781,NORMAL_LOW,0,2025-09-30,RTH,14.5000,50.5000,10.5000,17.5000
5,HIGH,2026-07-03,RTH,-1.9522,NORMAL_LOW,-1.6772,NORMAL_LOW,2+,2026-07-05,GLOBEX,31.2500,52.0000,89.2500,42.0000
5,LOW,2025-09-17,RTH,-1.5280,NORMAL_LOW,-1.6754,NORMAL_LOW,1,2025-09-17,RTH,-7.2500,8.7500,-5.0000,-30.2500
3,LOW,2025-09-17,RTH,-1.6959,NORMAL_LOW,-1.6732,NORMAL_LOW,1,2025-09-17,RTH,7.5000,-4.5000,-18.5000,-27.2500
5,HIGH,2025-10-06,GLOBEX,-0.7683,NORMAL_LOW,-1.6718,NORMAL_LOW,0,2025-10-06,RTH,-7.5000,-0.5000,6.5000,-20.0000
5,LOW,2026-05-25,RTH,-1.4245,NORMAL_LOW,-1.6697,NORMAL_LOW,0,2026-05-25,GLOBEX,-3.0000,8.2500,2.7500,20.0000
3,LOW,2026-07-03,RTH,-2.0027,NORMAL_LOW,-1.6685,NORMAL_LOW,2+,2026-07-03,RTH,4.5000,17.5000,19.5000,12.5000
3,LOW,2025-09-18,RTH,-1.3092,NORMAL_LOW,-1.6649,NORMAL_LOW,0,2025-09-18,RTH,10.0000,4.0000,-4.0000,2.2500
5,LOW,2026-07-03,RTH,-2.0799,NORMAL_LOW,-1.6645,NORMAL_LOW,2+,2026-07-03,RTH,-3.0000,-6.5000,-2.0000,6.0000
3,HIGH,2026-07-03,RTH,-2.0563,NORMAL_LOW,-1.6645,NORMAL_LOW,2+,2026-07-05,GLOBEX,31.2500,52.0000,89.2500,42.0000
3,HIGH,2026-09-07,RTH,-1.7155,NORMAL_LOW,-1.6642,NORMAL_LOW,2+,2026-09-07,GLOBEX,6.0000,-3.2500,-24.0000,-22.0000
5,HIGH,2026-02-16,RTH,-1.8519,NORMAL_LOW,-1.6620,NORMAL_LOW,2+,2026-02-16,RTH,-0.7500,3.7500,0.2500,3.5000
5,HIGH,2026-05-25,RTH,-2.1679,NORMAL_LOW,-1.6581,NORMAL_LOW,2+,2026-05-25,GLOBEX,-1.7500,1.5000,11.7500,17.7500
3,HIGH,2026-07-03,RTH,-1.8362,NORMAL_LOW,-1.6573,NORMAL_LOW,2+,2026-07-05,GLOBEX,31.2500,52.0000,89.2500,42.0000
3,LOW,2026-02-16,RTH,-1.4044,NORMAL_LOW,-1.6564,NORMAL_LOW,2+,2026-02-16,RTH,2.2500,12.7500,13.5000,5.0000
3,LOW,2026-05-25,RTH,-0.9257,NORMAL_LOW,-1.6551,NORMAL_LOW,0,2026-05-25,RTH,2.5000,6.0000,12.5000,5.5000
3,LOW,2026-07-03,RTH,-1.8365,NORMAL_LOW,-1.6542,NORMAL_LOW,2+,2026-07-03,RTH,-4.2500,-4.2500,-6.5000,-5.5000
3,LOW,2025-09-17,RTH,-1.5280,NORMAL_LOW,-1.6538,NORMAL_LOW,1,2025-09-17,RTH,-7.2500,8.7500,-5.0000,-30.2500
3,HIGH,2025-10-06,RTH,-1.4397,NORMAL_LOW,-1.6535,NORMAL_LOW,0,2025-10-07,GLOBEX,-7.0000,-44.7500,-35.7500,-21.2500
5,LOW,2025-10-01,RTH,-1.6218,NORMAL_LOW,-1.6528,NORMAL_LOW,1,2025-10-01,GLOBEX,11.0000,21.0000,29.2500,64.5000
3,LOW,2026-02-16,RTH,-1.7337,NORMAL_LOW,-1.6498,NORMAL_LOW,2+,2026-02-16,RTH,2.2500,-9.0000,-40.0000,-68.2500
3,HIGH,2025-10-03,GLOBEX,-0.8244,NORMAL_LOW,-1.6488,NORMAL_LOW,2+,2025-10-03,RTH,15.7500,10.0000,-2.2500,6.5000
3,HIGH,2025-10-09,GLOBEX,-1.3861,NORMAL_LOW,-1.6469,NORMAL_LOW,2+,2025-10-09,RTH,12.2500,40.5000,31.7500,54.5000
5,HIGH,2025-09-18,RTH,-1.6352,NORMAL_LOW,-1.6451,NORMAL_LOW,2+,2025-09-18,GLOBEX,3.2500,-5.2500,9.0000,-4.0000
3,LOW,2025-09-18,RTH,-1.6106,NORMAL_LOW,-1.6451,NORMAL_LOW,0,2025-09-18,GLOBEX,8.5000,0.0000,-16.2500,5.2500
3,HIGH,2026-07-03,RTH,-1.2919,NORMAL_LOW,-1.6442,NORMAL_LOW,2+,2026-07-05,GLOBEX,31.2500,52.0000,89.2500,42.0000
5,LOW,2026-07-03,RTH,-1.5466,NORMAL_LOW,-1.6424,NORMAL_LOW,2+,2026-07-05,GLOBEX,7.2500,-6.5000,27.5000,53.2500
5,LOW,2026-09-07,GLOBEX,-0.4920,NORMAL_LOW,-1.6416,NORMAL_LOW,2+,2026-09-07,RTH,9.0000,1.7500,-7.0000,-22.0000
5,LOW,2025-10-03,RTH,-1.2745,NORMAL_LOW,-1.6415,NORMAL_LOW,2+,2025-10-03,RTH,2.7500,38.0000,64.7500,107.0000
5,LOW,2026-07-03,RTH,-1.5016,NORMAL_LOW,-1.6410,NORMAL_LOW,2+,2026-07-03,RTH,-11.5000,-4.5000,-5.7500,10.2500
5,LOW,2025-09-29,RTH,-2.0958,NORMAL_LOW,-1.6410,NORMAL_LOW,1,2025-09-29,RTH,-14.5000,-9.0000,-10.0000,-16.7500
5,LOW,2026-03-17,RTH,-1.1976,NORMAL_LOW,-1.6409,NORMAL_LOW,2+,2026-03-17,GLOBEX,-2.0000,-1.2500,1.2500,1.0000
3,HIGH,2025-09-18,RTH,-1.5558,NORMAL_LOW,-1.6396,NORMAL_LOW,1,2025-09-18,RTH,-22.0000,-17.5000,-38.5000,-49.7500
3,HIGH,2026-07-03,RTH,-1.9522,NORMAL_LOW,-1.6381,NORMAL_LOW,2+,2026-07-05,GLOBEX,31.2500,52.0000,89.2500,42.0000
5,HIGH,2026-07-03,RTH,-1.8362,NORMAL_LOW,-1.6351,NORMAL_LOW,2+,2026-07-05,GLOBEX,31.2500,52.0000,89.2500,42.0000
5,LOW,2025-09-17,RTH,-1.4551,NORMAL_LOW,-1.6348,NORMAL_LOW,0,2025-09-17,RTH,-2.5000,1.0000,26.2500,-4.2500
5,LOW,2025-09-17,RTH,-1.2098,NORMAL_LOW,-1.6342,NORMAL_LOW,2+,2025-09-17,RTH,-2.2500,21.5000,50.2500,21.0000
3,HIGH,2026-07-03,RTH,-1.6978,NORMAL_LOW,-1.6330,NORMAL_LOW,2+,2026-07-06,GLOBEX,-3.0000,-3.5000,-4.7500,34.7500
3,LOW,2025-09-18,RTH,-1.6225,NORMAL_LOW,-1.6306,NORMAL_LOW,1,2025-09-18,RTH,4.2500,2.0000,7.2500,-9.7500
5,HIGH,2025-10-03,RTH,-1.6394,NORMAL_LOW,-1.6302,NORMAL_LOW,2+,2025-10-05,GLOBEX,-75.2500,-56.7500,-84.2500,-146.0000
5,LOW,2025-09-17,RTH,-1.6959,NORMAL_LOW,-1.6271,NORMAL_LOW,1,2025-09-17,RTH,7.5000,-4.5000,-18.5000,-27.2500
3,LOW,2025-10-02,RTH,-1.6990,NORMAL_LOW,-1.6265,NORMAL_LOW,0,2025-10-02,RTH,3.7500,21.5000,10.2500,39.2500
3,HIGH,2026-07-03,RTH,-1.6741,NORMAL_LOW,-1.6223,NORMAL_LOW,2+,2026-07-05,GLOBEX,5.5000,8.0000,15.7500,47.2500
3,HIGH,2025-09-18,RTH,-1.9003,NORMAL_LOW,-1.6214,NORMAL_LOW,0,2025-09-18,RTH,8.0000,35.7500,-25.7500,-58.0000
5,HIGH,2025-09-29,RTH,-1.2478,NORMAL_LOW,-1.6203,NORMAL_LOW,0,2025-09-29,RTH,-28.2500,-1.2500,-17.0000,14.5000
3,HIGH,2026-06-19,RTH,-1.7141,NORMAL_LOW,-1.6182,NORMAL_LOW,1,2026-06-21,GLOBEX,-5.5000,0.5000,4.7500,34.5000
5,LOW,2026-06-19,RTH,-1.9419,NORMAL_LOW,-1.6166,NORMAL_LOW,2+,2026-06-19,RTH,11.5000,5.7500,25.5000,25.7500
5,HIGH,2026-07-03,RTH,-1.2958,NORMAL_LOW,-1.6163,NORMAL_LOW,2+,2026-07-06,GLOBEX,21.0000,27.0000,26.7500,-7.5000
3,LOW,2026-07-03,RTH,-1.7745,NORMAL_LOW,-1.6156,NORMAL_LOW,2+,2026-07-03,RTH,-11.5000,-4.5000,-5.7500,10.2500
5,LOW,2026-02-16,RTH,-1.4044,NORMAL_LOW,-1.6146,NORMAL_LOW,2+,2026-02-16,RTH,2.2500,12.7500,13.5000,5.0000
3,HIGH,2026-06-19,RTH,-1.3733,NORMAL_LOW,-1.6138,NORMAL_LOW,1,2026-06-21,GLOBEX,4.5000,15.5000,-2.0000,-7.5000
5,LOW,2025-10-01,RTH,-1.6497,NORMAL_LOW,-1.6134,NORMAL_LOW,2+,2025-10-01,RTH,1.2500,41.2500,56.7500,121.2500
3,HIGH,2026-05-25,RTH,-1.1271,NORMAL_LOW,-1.6122,NORMAL_LOW,0,2026-05-25,GLOBEX,0.5000,14.7500,14.5000,55.5000
3,LOW,2026-02-16,RTH,-1.0281,NORMAL_LOW,-1.6108,NORMAL_LOW,0,2026-02-16,RTH,7.2500,18.0000,45.7500,53.0000
5,HIGH,2025-09-18,RTH,-1.9003,NORMAL_LOW,-1.6105,NORMAL_LOW,0,2025-09-18,RTH,8.0000,35.7500,-25.7500,-58.0000
5,HIGH,2026-09-07,RTH,-1.5333,NORMAL_LOW,-1.6048,NORMAL_LOW,1,2026-09-07,GLOBEX,4.5000,19.7500,24.7500,23.2500
3,HIGH,2026-05-25,RTH,-1.9365,NORMAL_LOW,-1.6044,NORMAL_LOW,2+,2026-05-25,GLOBEX,-1.7500,1.5000,11.7500,17.7500
3,HIGH,2025-09-18,RTH,-1.6825,NORMAL_LOW,-1.6031,NORMAL_LOW,0,2025-09-18,GLOBEX,-6.5000,-7.7500,-13.0000,-16.5000
3,HIGH,2025-09-29,RTH,-1.2478,NORMAL_LOW,-1.6025,NORMAL_LOW,0,2025-09-29,RTH,-28.2500,-1.2500,-17.0000,14.5000
3,LOW,2025-09-17,RTH,-1.2098,NORMAL_LOW,-1.6006,NORMAL_LOW,2+,2025-09-17,RTH,-2.2500,21.5000,50.2500,21.0000
3,HIGH,2025-09-30,GLOBEX,-0.9345,NORMAL_LOW,-1.5991,NORMAL_LOW,1,2025-09-30,RTH,-7.5000,-11.2500,63.0000,43.0000
3,LOW,2025-09-17,RTH,-1.1741,NORMAL_LOW,-1.5976,NORMAL_LOW,1,2025-09-17,RTH,17.0000,51.7500,63.5000,40.0000
3,LOW,2025-09-16,RTH,-1.5821,NORMAL_LOW,-1.5965,NORMAL_LOW,2+,2025-09-16,RTH,17.7500,26.5000,29.7500,25.0000
3,HIGH,2025-10-07,RTH,-1.2369,NORMAL_LOW,-1.5952,NORMAL_LOW,1,2025-10-10,RTH,-5.7500,59.2500,164.5000,325.5000
5,LOW,2025-10-09,GLOBEX,-1.2355,NORMAL_LOW,-1.5950,NORMAL_LOW,0,2025-10-09,RTH,13.0000,0.7500,3.2500,-35.7500
5,HIGH,2025-10-02,RTH,-1.0151,NORMAL_LOW,-1.5944,NORMAL_LOW,1,2025-10-02,RTH,-17.7500,23.5000,-25.2500,-51.0000
3,HIGH,2025-09-17,RTH,-1.5486,NORMAL_LOW,-1.5939,NORMAL_LOW,1,2025-09-17,RTH,-11.5000,-70.5000,-93.5000,3.2500
5,HIGH,2025-09-29,RTH,-1.4472,NORMAL_LOW,-1.5930,NORMAL_LOW,1,2025-09-29,RTH,19.0000,20.2500,76.5000,116.0000
3,HIGH,2025-09-29,RTH,-1.5515,NORMAL_LOW,-1.5922,NORMAL_LOW,0,2025-09-29,RTH,43.5000,56.2500,76.0000,75.7500
5,HIGH,2025-10-03,RTH,-1.2572,NORMAL_LOW,-1.5920,NORMAL_LOW,2+,2025-10-03,RTH,-1.2500,10.2500,39.0000,-89.0000
3,HIGH,2025-09-16,GLOBEX,-1.3617,NORMAL_LOW,-1.5900,NORMAL_LOW,0,2025-09-17,GLOBEX,2.7500,14.7500,7.7500,13.7500
5,LOW,2025-09-30,RTH,-1.2701,NORMAL_LOW,-1.5886,NORMAL_LOW,2+,2025-10-01,GLOBEX,-22.5000,-12.5000,79.5000,108.2500
3,LOW,2025-10-03,RTH,-1.4509,NORMAL_LOW,-1.5872,NORMAL_LOW,1,2025-10-03,RTH,-24.7500,12.5000,-7.2500,-38.5000
3,HIGH,2025-10-02,RTH,-1.2868,NORMAL_LOW,-1.5869,NORMAL_LOW,0,2025-10-02,RTH,0.5000,9.5000,-5.7500,66.2500
5,HIGH,2025-09-16,RTH,-1.3417,NORMAL_LOW,-1.5852,NORMAL_LOW,2+,2025-09-16,RTH,9.7500,3.7500,-5.0000,19.7500
3,HIGH,2025-10-01,RTH,-1.8035,NORMAL_LOW,-1.5845,NORMAL_LOW,1,2025-10-01,RTH,2.5000,2.5000,5.5000,-41.0000
5,HIGH,2025-09-17,RTH,-1.6745,NORMAL_LOW,-1.5836,NORMAL_LOW,1,2025-09-17,RTH,22.0000,13.7500,38.0000,29.0000
5,HIGH,2026-09-07,RTH,-1.2194,NORMAL_LOW,-1.5830,NORMAL_LOW,1,2026-09-07,GLOBEX,9.7500,9.0000,28.7500,37.0000
3,LOW,2025-09-17,RTH,-1.6518,NORMAL_LOW,-1.5830,NORMAL_LOW,0,2025-09-17,RTH,-8.0000,-10.5000,8.0000,0.5000
5,HIGH,2025-09-17,RTH,-1.4982,NORMAL_LOW,-1.5818,NORMAL_LOW,1,2025-09-17,RTH,-3.5000,-18.5000,-28.2500,-0.5000
3,HIGH,2025-09-16,RTH,-1.3417,NORMAL_LOW,-1.5816,NORMAL_LOW,2+,2025-09-16,RTH,9.7500,3.7500,-5.0000,19.7500
3,HIGH,2025-10-01,RTH,-0.9857,NORMAL_LOW,-1.5809,NORMAL_LOW,1,2025-10-01,RTH,-8.0000,6.0000,-11.0000,1.0000
3,LOW,2026-07-03,RTH,-1.5016,NORMAL_LOW,-1.5804,NORMAL_LOW,2+,2026-07-03,RTH,-11.5000,-4.5000,-5.7500,10.2500
5,HIGH,2025-10-03,RTH,-1.2380,NORMAL_LOW,-1.5803,NORMAL_LOW,1,2025-10-03,RTH,4.0000,83.7500,96.5000,123.5000
3,HIGH,2026-09-07,RTH,-1.5333,NORMAL_LOW,-1.5796,NORMAL_LOW,1,2026-09-07,GLOBEX,4.5000,19.7500,24.7500,23.2500
3,HIGH,2025-09-17,RTH,-1.4982,NORMAL_LOW,-1.5795,NORMAL_LOW,1,2025-09-17,RTH,-3.5000,-18.5000,-28.2500,-0.5000
3,HIGH,2025-09-16,RTH,-1.1564,NORMAL_LOW,-1.5791,NORMAL_LOW,0,2025-09-17,GLOBEX,-7.7500,-3.7500,-7.5000,-18.5000
5,HIGH,2025-10-01,RTH,-0.9857,NORMAL_LOW,-1.5788,NORMAL_LOW,1,2025-10-01,RTH,-8.0000,6.0000,-11.0000,1.0000
3,HIGH,2025-09-16,RTH,-1.5668,NORMAL_LOW,-1.5787,NORMAL_LOW,0,2025-09-16,RTH,-2.7500,-6.0000,-2.2500,1.2500
5,LOW,2026-06-19,GLOBEX,-1.2578,NORMAL_LOW,-1.5774,NORMAL_LOW,2+,2026-06-21,GLOBEX,21.7500,47.0000,-82.7500,-19.5000
3,LOW,2026-06-19,RTH,-1.8313,NORMAL_LOW,-1.5761,NORMAL_LOW,2+,2026-06-19,RTH,-15.2500,-15.0000,-11.0000,8.0000
5,LOW,2025-09-16,RTH,-1.5821,NORMAL_LOW,-1.5761,NORMAL_LOW,2+,2025-09-16,RTH,17.7500,26.5000,29.7500,25.0000
3,LOW,2026-05-25,RTH,-1.4245,NORMAL_LOW,-1.5754,NORMAL_LOW,0,2026-05-25,GLOBEX,-3.0000,8.2500,2.7500,20.0000
5,HIGH,2025-09-18,RTH,-1.5558,NORMAL_LOW,-1.5752,NORMAL_LOW,1,2025-09-18,RTH,-22.0000,-17.5000,-38.5000,-49.7500
5,HIGH,2025-10-02,RTH,-1.2868,NORMAL_LOW,-1.5748,NORMAL_LOW,0,2025-10-02,RTH,0.0000,12.7500,43.7500,52.5000
3,LOW,2025-09-17,RTH,-1.4551,NORMAL_LOW,-1.5728,NORMAL_LOW,0,2025-09-17,RTH,-2.5000,1.0000,26.2500,-4.2500
3,LOW,2025-09-17,RTH,-1.7851,NORMAL_LOW,-1.5707,NORMAL_LOW,0,2025-09-17,RTH,-6.7500,-14.0000,-20.0000,-25.2500
5,LOW,2025-09-16,RTH,-1.1787,NORMAL_LOW,-1.5699,NORMAL_LOW,1,2025-09-16,RTH,-11.2500,-9.5000,-13.7500,-3.2500
3,HIGH,2025-09-16,RTH,-1.0523,NORMAL_LOW,-1.5699,NORMAL_LOW,2+,2025-09-16,GLOBEX,-4.7500,-1.2500,-2.0000,-6.2500
5,HIGH,2025-10-09,GLOBEX,-1.3861,NORMAL_LOW,-1.5674,NORMAL_LOW,2+,2025-10-09,RTH,12.2500,40.5000,31.7500,54.5000
3,HIGH,2025-09-17,RTH,-1.6745,NORMAL_LOW,-1.5669,NORMAL_LOW,1,2025-09-17,RTH,22.0000,13.7500,38.0000,29.0000
5,HIGH,2026-06-19,RTH,-1.3733,NORMAL_LOW,-1.5662,NORMAL_LOW,1,2026-06-21,GLOBEX,4.5000,15.5000,-2.0000,-7.5000
5,LOW,2025-10-10,GLOBEX,-0.9182,NORMAL_LOW,-1.5655,NORMAL_LOW,1,2025-10-10,RTH,-185.2500,-196.5000,-282.7500,-399.2500
3,HIGH,2025-09-30,RTH,-1.6681,NORMAL_LOW,-1.5653,NORMAL_LOW,2+,2025-09-30,RTH,29.0000,-5.0000,-37.0000,26.0000
3,LOW,2025-09-18,RTH,-1.9081,NORMAL_LOW,-1.5648,NORMAL_LOW,1,2025-09-18,RTH,-4.7500,-13.5000,9.5000,-1.7500
5,HIGH,2025-09-18,RTH,-1.8135,NORMAL_LOW,-1.5648,NORMAL_LOW,2+,2025-09-18,RTH,-17.7500,-23.0000,-4.2500,-2.5000
3,LOW,2025-09-16,RTH,-1.1787,NORMAL_LOW,-1.5648,NORMAL_LOW,1,2025-09-16,RTH,-11.2500,-9.5000,-13.7500,-3.2500
3,LOW,2025-09-29,RTH,-1.6894,NORMAL_LOW,-1.5644,NORMAL_LOW,0,2025-09-29,RTH,6.0000,-60.0000,-70.0000,-80.0000
3,HIGH,2025-09-30,RTH,-1.2649,NORMAL_LOW,-1.5639,NORMAL_LOW,2+,2025-09-30,GLOBEX,-5.0000,42.5000,63.7500,190.5000
3,LOW,2026-05-25,RTH,-1.8588,NORMAL_LOW,-1.5632,NORMAL_LOW,0,2026-05-25,RTH,2.5000,2.5000,9.0000,15.5000
5,LOW,2025-09-29,RTH,-1.7376,NORMAL_LOW,-1.5623,NORMAL_LOW,1,2025-09-29,RTH,-12.7500,-20.2500,-47.2500,-69.2500
3,LOW,2025-10-06,RTH,-0.9501,NORMAL_LOW,-1.5604,NORMAL_LOW,1,2025-10-07,RTH,12.2500,13.7500,13.0000,-25.0000
5,LOW,2025-09-16,RTH,-1.7236,NORMAL_LOW,-1.5599,NORMAL_LOW,2+,2025-09-16,RTH,17.7500,26.5000,29.7500,25.0000
3,LOW,2025-09-16,RTH,-1.8525,NORMAL_LOW,-1.5599,NORMAL_LOW,1,2025-09-16,RTH,0.7500,-7.2500,-1.7500,0.2500
3,LOW,2025-10-01,RTH,-1.6218,NORMAL_LOW,-1.5595,NORMAL_LOW,1,2025-10-01,RTH,14.0000,11.5000,-13.0000,33.0000
3,LOW,2025-09-29,RTH,-1.6590,NORMAL_LOW,-1.5579,NORMAL_LOW,0,2025-09-29,RTH,13.2500,-5.2500,-65.2500,-96.2500
3,HIGH,2025-09-17,RTH,-1.6809,NORMAL_LOW,-1.5575,NORMAL_LOW,1,2025-09-17,RTH,11.0000,24.2500,25.2500,26.7500
5,LOW,2025-09-18,RTH,-1.3092,NORMAL_LOW,-1.5563,NORMAL_LOW,0,2025-09-18,RTH,7.0000,-1.7500,-5.5000,-7.0000
5,HIGH,2026-06-19,RTH,-1.7141,NORMAL_LOW,-1.5557,NORMAL_LOW,1,2026-06-21,GLOBEX,-5.5000,0.5000,4.7500,34.5000
5,HIGH,2025-09-16,RTH,-1.5237,NORMAL_LOW,-1.5553,NORMAL_LOW,2+,2025-09-16,GLOBEX,-4.7500,-1.2500,-2.0000,-6.2500
3,LOW,2025-09-16,RTH,-1.3981,NORMAL_LOW,-1.5536,NORMAL_LOW,1,2025-09-16,RTH,-5.0000,5.7500,2.7500,2.0000
3,LOW,2025-10-03,GLOBEX,-0.8722,NORMAL_LOW,-1.5534,NORMAL_LOW,1,2025-10-03,RTH,-45.2500,-45.7500,-46.2500,-11.5000
3,HIGH,2026-05-25,RTH,-2.1536,NORMAL_LOW,-1.5532,NORMAL_LOW,2+,2026-05-25,GLOBEX,0.5000,14.7500,14.5000,55.5000
5,LOW,2026-05-25,RTH,-1.5438,NORMAL_LOW,-1.5532,NORMAL_LOW,0,2026-05-25,RTH,5.0000,1.5000,0.5000,12.0000
3,LOW,2025-09-30,RTH,-1.2701,NORMAL_LOW,-1.5518,NORMAL_LOW,2+,2025-10-01,GLOBEX,-22.5000,-12.5000,79.5000,108.2500
5,LOW,2025-09-30,RTH,-1.7975,NORMAL_LOW,-1.5493,NORMAL_LOW,0,2025-09-30,RTH,14.5000,50.5000,10.5000,17.5000
3,LOW,2025-10-10,RTH,-1.3238,NORMAL_LOW,-1.5489,NORMAL_LOW,2+,2025-10-10,RTH,-185.2500,-196.5000,-282.7500,-399.2500
3,LOW,2025-09-16,RTH,-0.8512,NORMAL_LOW,-1.5485,NORMAL_LOW,2+,2025-09-16,RTH,11.2500,11.2500,8.2500,12.5000
5,LOW,2025-09-17,GLOBEX,-1.0983,NORMAL_LOW,-1.5468,NORMAL_LOW,2+,2025-09-17,RTH,-15.7500,-26.2500,-42.5000,-19.0000
5,LOW,2025-10-02,RTH,-1.4677,NORMAL_LOW,-1.5467,NORMAL_LOW,0,2025-10-02,RTH,-4.2500,-19.2500,0.2500,7.2500
3,HIGH,2025-10-02,RTH,-1.3261,NORMAL_LOW,-1.5467,NORMAL_LOW,1,2025-10-02,RTH,-9.0000,7.0000,5.5000,-32.5000
5,LOW,2025-10-03,GLOBEX,-0.8722,NORMAL_LOW,-1.5466,NORMAL_LOW,1,2025-10-03,RTH,-45.2500,-45.7500,-46.2500,-11.5000
3,LOW,2025-09-29,RTH,-1.7376,NORMAL_LOW,-1.5465,NORMAL_LOW,1,2025-09-29,RTH,-12.7500,-20.2500,-47.2500,-69.2500
5,LOW,2026-05-25,GLOBEX,-1.2791,NORMAL_LOW,-1.5464,NORMAL_LOW,2+,2026-05-25,GLOBEX,2.2500,8.5000,22.2500,37.0000
3,LOW,2026-06-19,RTH,-1.3127,NORMAL_LOW,-1.5461,NORMAL_LOW,2+,2026-06-19,RTH,1.2500,-72.2500,-53.5000,-138.5000
5,LOW,2025-09-30,RTH,-1.4862,NORMAL_LOW,-1.5456,NORMAL_LOW,1,2025-09-30,RTH,-15.0000,2.0000,69.5000,102.0000
3,HIGH,2025-09-29,RTH,-1.4472,NORMAL_LOW,-1.5455,NORMAL_LOW,1,2025-09-29,RTH,19.0000,20.2500,76.5000,116.0000
5,HIGH,2026-06-19,RTH,-1.4894,NORMAL_LOW,-1.5442,NORMAL_LOW,1,2026-06-21,GLOBEX,10.0000,19.5000,12.7500,5.0000
